kind,mutter,vater
161.29, 168.148, 170.18
166.37, 165.1, 170.18
165.1, 165.1, 170.18
163.83, 165.1, 170.18
161.29, 165.1, 170.18
166.37, 166.37, 170.18
166.37, 166.37, 170.18
160.02, 166.37, 170.18
160.02, 166.37, 170.18
152.4, 166.37, 170.18
157.48, 165.1, 170.18
157.48, 165.1, 170.18
162.56, 165.1, 171.45
162.56, 165.1, 171.45
160.02, 165.1, 171.45
160.02, 165.1, 171.45
160.02, 165.1, 171.45
160.02, 165.1, 171.45
160.02, 165.1, 171.45
158.75, 165.1, 171.45
157.48, 165.1, 171.45
161.29, 161.29, 170.18
160.02, 160.02, 170.18
167.64000000000001, 157.48, 171.45
157.48, 170.18, 167.64000000000001
157.48, 170.18, 167.64000000000001
156.21, 170.18, 167.64000000000001
170.18, 170.18, 167.64000000000001
162.56, 170.18, 167.64000000000001
162.56, 170.18, 167.64000000000001
157.48, 170.18, 167.64000000000001
152.4, 170.18, 167.64000000000001
152.4, 170.18, 167.64000000000001
170.18, 167.64000000000001, 167.64000000000001
168.91, 167.64000000000001, 167.64000000000001
166.37, 167.64000000000001, 167.64000000000001
167.64000000000001, 167.64000000000001, 167.64000000000001
165.1, 167.64000000000001, 167.64000000000001
157.48, 167.64000000000001, 167.64000000000001
154.94, 167.64000000000001, 167.64000000000001
158.75, 165.1, 168.91
153.67000000000002, 165.1, 168.91
153.67000000000002, 165.1, 168.91
146.05, 165.1, 168.91
167.64000000000001, 166.37, 167.64000000000001
165.1, 166.37, 167.64000000000001
163.83, 161.29, 167.64000000000001
157.48, 161.29, 167.64000000000001
165.1, 160.02, 168.91
165.1, 160.02, 168.91
160.02, 160.02, 168.91
161.29, 158.75, 168.91
158.75, 158.75, 168.91
158.75, 158.75, 168.91
158.75, 158.75, 168.91
158.75, 158.75, 168.91
152.4, 152.4, 167.64000000000001
165.1, 149.86, 167.64000000000001
162.56, 149.86, 167.64000000000001
160.02, 149.86, 167.64000000000001
157.48, 149.86, 167.64000000000001
154.94, 149.86, 167.64000000000001
152.4, 149.86, 167.64000000000001
147.32, 149.86, 167.64000000000001
144.78, 149.86, 167.64000000000001
165.1, 170.18, 165.1
160.02, 170.18, 165.1
160.02, 167.64000000000001, 165.1
160.02, 167.64000000000001, 165.1
152.4, 167.64000000000001, 165.1
165.1, 165.1, 165.1
165.1, 165.1, 165.1
157.48, 165.1, 165.1
157.48, 165.1, 165.1
154.94, 165.1, 165.1
149.86, 165.1, 165.1
166.37, 166.37, 165.1
163.83, 165.1, 165.1
153.67000000000002, 165.1, 165.1
162.56, 162.56, 165.1
162.56, 162.56, 165.1
158.75, 162.56, 165.1
153.67000000000002, 162.56, 165.1
160.02, 160.02, 165.1
160.02, 160.02, 165.1
161.29, 160.02, 166.37
157.48, 152.4, 166.37
166.37, 162.56, 162.56
162.56, 162.56, 162.56
157.48, 162.56, 162.56
157.48, 162.56, 162.56
154.94, 162.56, 162.56
170.18, 162.56, 162.56
165.1, 162.56, 162.56
162.56, 162.56, 162.56
162.56, 162.56, 162.56
152.4, 162.56, 162.56
152.4, 152.4, 162.56
157.48, 167.64000000000001, 157.48
154.94, 167.64000000000001, 157.48
144.78, 160.02, 158.75
162.56, 165.1, 173.99
161.29, 165.1, 173.99
160.02, 165.1, 173.99
